"Genome","# Biosynthetic Regions","# Biosynthetic Products","RiPPs","RiPPs:Proteusins","NRPS","PKSI","Other PKS","Saccharides","Terpenes","Other","Mean Completeness","Mean Contamination","Differential Coverage Index","CheckM Completeness","CheckM Contamination","CheckM Strain heterogeneity","Anvio Completion","Anvio Redundancy","# tRNAs (AA)","16S rRNA","16S rRNA (partial)","# CRISPRs","GTDB Taxonomy","Checkm Taxonomy","Anvio Domain","SpecI Species Cluster","mOTUs Species Cluster","dRep Species Cluster","Dereplication Representative Genome","Genome size","# scaffolds","N50 (scaffolds)","Longest scaffold","Coding density","GC Content","station","depth","depth layer","latitude","longitude","date","size fraction","temperature (°C)","oxygen (µmol/kg)","detected in the water column"
"TARA_SAMEA2619970_METAG_GLICNMBG","5","5","0","0","0","0","0","0","2","3","97.83","2.38","4","96.38","1.89","25","99.28","2.88","15","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__","c__Alphaproteobacteria","BACTERIA","cluster_3207","meta_mOTU_v25_12368","918_1",TRUE,"4172985","457","15719","85240","0.9105","0.6266","TARA_037","600","MES","20.8457","63.5851","2010-03-12 17:08:00","0.22-1.6","11.984","2.8163",TRUE
"TARA_SAMEA2591098_METAG_PLHPJCGC","5","5","0","0","2","1","1","0","1","0","96.22","0.94","32","95.33","1.15","0","97.12","0.72","19","1","0","0","d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA1268;s__UBA1268 sp002171115","k__Bacteria","BACTERIA","cluster_2720","meta_mOTU_v25_13046","2392_1",TRUE,"3039700","136","47699","132219","0.8858","0.4936","TARA_023","55","EPI","42.1735","17.7252","2009-11-18 13:50:00","0.22-1.6","15.1806","224.2644",TRUE
"TARA_SAMEA2620882_METAG_PEOIGDBG","5","5","1","0","2","0","1","0","1","0","87.47","01.08","9","97.96","1.45","20","76.98","0.72","20","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__Croceicoccus sp002694745","o__Sphingomonadales","BACTERIA","cluster_3317","meta_mOTU_v25_13724","1034_1",FALSE,"3223611","46","122035","303814","0.9096","0.6448","TARA_065","850","MES","-35.1889","26.2905","2010-07-12 06:46:00","0.22-3","8.3303","199.726",TRUE
"TARA_SAMEA2621487_METAG_FBBJOAML","5","5","1","0","0","0","1","0","1","2","83.62","2.19","36","95.3","2.94","93.33","71.94","1.44","10","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405","f__Rhodobacteraceae","BACTERIA","cluster_4022","meta_mOTU_v25_14093","940_1",FALSE,"3520392","261","21554","87512","0.8633","0.5264","TARA_084","5","EPI","-60.2287","-60.6476","2011-01-03 11:05:00","0.22-3","1.9034","338.526",TRUE
"TARA_SAMEA2622336_METAG_NHKDCMEP","5","5","3","0","0","0","0","0","2","0","83.54","0.27","16","82.2","0.54","100","84.89","0","16","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__","p__Cyanobacteria","BACTERIA","cluster_3405","gom_001375","204_1",TRUE,"1584162","219","9871","90349","0.9264","0.6071","TARA_109","30","EPI","2.0299","-84.5546","2011-05-12 22:15:00","0.22-3","26.0192","199.8303",TRUE
"TARA_SAMEA2623627_METAG_KPNHDMKO","5","5","0","0","0","1","0","0","3","1","83.22","2.82","16","82.49","4.4","50","83.95","1.23","16","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002170315","p__Euryarchaeota","ARCHAEA","cluster_4439","gom_000096","2029_1",FALSE,"1899818","137","23467","69175","0.9473","0.4648","TARA_145","5","EPI","39.2305","-70.0377","2012-02-02 11:52:00","0.22-3","13.9937","236.7893",TRUE
"TARA_SAMEA2623808_METAG_IALAPIKC","5","5","4","0","0","0","0","0","1","0","51.93","1.27","27","59.26","01.09","100","44.6","1.44","8","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000012505","p__Cyanobacteria","BACTERIA","cluster_3586",NA,"183_1",FALSE,"1066254","234","5074","38012","0.9215","0.554","TARA_150","5","EPI","35.9346","-37.3032","2012-03-05 09:25:00","0.22-3","17.6271","229.3681",TRUE
"TARA_SAMEA2622796_METAG_PLIEIEDC","5","5","1","0","0","0","1","0","2","1","91.61","0","3","97.61","0","0","85.61","0","19","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__UBA2964;g__GCA-2720855;s__GCA-2720855 sp002720855","c__Alphaproteobacteria","BACTERIA","cluster_2515","meta_mOTU_v25_14012","968_1",TRUE,"3526494","27","285583","610777","0.9252","0.5098","TARA_124","120","EPI","-9.0714","-140.5973","2011-08-05 17:31:00","0.22-3","24.814","172.4247",TRUE
"TARA_SAMEA2622796_METAG_BBKAMDIF","5","5","0","0","0","1","0","0","4","0","82","0.71","18","81.29","0.8","100","82.72","0.62","16","0","0","0","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp002498185","p__Euryarchaeota","ARCHAEA","cluster_1712","meta_mOTU_v25_13090","2064_1",FALSE,"1846757","206","13751","62846","0.9558","0.4494","TARA_124","120","EPI","-9.0714","-140.5973","2011-08-05 17:31:00","0.22-3","24.814","172.4247",TRUE
"TARA_SAMEA2622923_METAG_EBCPMCHF","5","5","1","0","1","0","1","0","1","1","95.16","2.31","61","96.8","01.01","0","93.53","3.6","20","0","0","0","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp002313585","o__Actinomycetales","BACTERIA","cluster_2268","meta_mOTU_v25_12960","806_1",FALSE,"2975470","39","167291","327638","0.9228","0.6699","TARA_128","40","EPI","0.0222","-153.6858","2011-09-05 18:40:00","0.22-3","26.1393","177.6731",TRUE
"TARA_SAMEA2623756_METAG_LMHAEILL","5","5","2","0","0","0","0","0","0","3","92.34","1.38","49","99.08","0.6","33.33","85.61","2.16","17","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae","c__Gammaproteobacteria","BACTERIA","cluster_1731","meta_mOTU_v25_12866","696_1",FALSE,"3861167","55","108075","324762","0.908","0.6162","TARA_148b","250","MES","34.1504","-56.9684","2012-02-27 15:28:00","0.22-3","18.1292","192.2462",TRUE
"TARA_SAMEA2623295_METAG_AHONLABG","5","5","2","0","0","0","0","0","0","3","92.14","0.26","49","98.67","0.52","0","85.61","0","19","0","0","1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae","c__Gammaproteobacteria","BACTERIA","cluster_1731","meta_mOTU_v25_12866","696_1",FALSE,"4083632","173","38604","131688","0.9074","0.6153","TARA_137","40","EPI","14.2075","-116.6468","2011-12-02 20:42:00","0.22-3","20.5857","123.201",TRUE
"TARA_SAMEA2623295_METAG_LCBNAALP","5","5","0","0","0","0","1","0","0","4","98.38","0.65","7","98.2","1.3","0","98.56","0","18","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__GCA-2731375 sp002731375","c__Alphaproteobacteria","BACTERIA","cluster_3649","meta_mOTU_v25_14418","920_1",TRUE,"4731170","173","66893","221712","0.8949","0.5862","TARA_137","40","EPI","14.2075","-116.6468","2011-12-02 20:42:00","0.22-3","20.5857","123.201",TRUE
"TARA_SAMEA2623314_METAG_FCKBMNCE","5","5","1","0","2","0","1","0","1","0","98.43","2.72","7","98.29","2.56","0","98.56","2.88","19","0","0","0","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085","k__Bacteria","BACTERIA","cluster_3672","meta_mOTU_v25_12517","760_1",TRUE,"4862277","292","28225","107451","0.8941","0.6526","TARA_137","375","MES","14.2025","-116.6433","2011-12-03 14:31:00","0.22-3","8.8871","0.8323",TRUE
"TARA_SAMEA2623314_METAG_IAFAMNLA","5","5","4","0","0","0","0","0","0","1","84.68","1.9","18","98.13","0.91","0","71.22","2.88","18","0","0","2","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002706025","c__Gammaproteobacteria","BACTERIA","cluster_2251","meta_mOTU_v25_12987","1847_1",FALSE,"4196082","190","34187","96292","0.883","0.5252","TARA_137","375","MES","14.2025","-116.6433","2011-12-03 14:31:00","0.22-3","8.8871","0.8323",TRUE
"TARA_SAMEA2623314_METAG_KCJJHIEC","5","5","1","0","1","0","1","0","1","1","96.38","2.35","61","97.81","01.09","33.33","94.96","3.6","20","0","0","0","d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp002313585","o__Actinomycetales","BACTERIA","cluster_2268","meta_mOTU_v25_12960","806_1",FALSE,"2898871","88","50722","147516","0.9229","0.67","TARA_137","375","MES","14.2025","-116.6433","2011-12-03 14:31:00","0.22-3","8.8871","0.8323",TRUE
"TARA_SAMEA2623314_METAG_CFPLBNDI","5","5","3","0","0","0","0","0","0","2","94.02","1.94","14","94.51","2.44","25","93.53","1.44","15","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA9619;s__UBA9619 sp002718155","p__Proteobacteria","BACTERIA","cluster_3204","meta_mOTU_v25_13118","157_1",FALSE,"3538056","220","30799","146578","0.9061","0.5674","TARA_137","375","MES","14.2025","-116.6433","2011-12-03 14:31:00","0.22-3","8.8871","0.8323",TRUE
"TARA_SAMEA2623314_METAG_KMFJBEED","5","5","0","0","1","0","0","0","3","1","93.14","0.84","4","92.03","0.97","0","94.24","0.72","19","0","1","0","d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235","k__Bacteria","BACTERIA","cluster_4354","meta_mOTU_v25_13595","429_1",TRUE,"1969458","58","54231","164794","0.8914","0.4927","TARA_137","375","MES","14.2025","-116.6433","2011-12-03 14:31:00","0.22-3","8.8871","0.8323",TRUE
"TARA_SAMEA2622766_METAG_GFDLGHPP","5","5","2","0","0","0","0","0","3","0","93.88","3.42","9","94.22","01.09","37.5","93.53","5.76","15","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_A;s__","p__Cyanobacteria","BACTERIA","cluster_1758","meta_mOTU_v25_14111","4276_1",FALSE,"1445543","87","23562","106285","0.9005","0.3039","TARA_124","5","EPI","-9.1504","-140.5216","2011-08-04 18:33:00","0.22-3","26.5724","190.3782",TRUE
"TARA_SAMEA2622402_METAG_LKDFICIP","5","5","0","0","0","1","0","0","3","1","85.68","0.71","10","84.93","0.8","0","86.42","0.62","16","0","0","1","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3;s__MGIIa-L3 sp002723635","p__Euryarchaeota","ARCHAEA","cluster_3342","gom_001239","2158_2",FALSE,"1941501","92","34364","131918","0.9478","0.602","TARA_110","50","EPI","-1.9002","-84.6265","2011-05-21 21:00:00","0.22-3","22.0398","145.0818",TRUE
"TARA_SAMEA2619766_METAG_LGHFEEAF","5","5","1","0","0","0","0","0","4","0","95.06","01.04","12","96.59","1.35","0","93.53","0.72","18","0","0","0","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04;s__AAA164-E04 sp002690655","k__Bacteria","BACTERIA","cluster_3851","ref_mOTU_v25_06514","2430_1",FALSE,"4529744","220","32697","150007","0.8983","0.4778","TARA_025","5","EPI","39.3888","19.3905","2009-11-23 09:12:00","0.22-1.6","18.3192","217.8098",TRUE
"TARA_SAMEA2622901_METAG_HGNBNGDP","5","5","2","0","0","0","0","0","3","0","93.12","4.17","10","94.16","2.58","46.67","92.09","5.76","12","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_A;s__","p__Cyanobacteria","BACTERIA","cluster_1758","meta_mOTU_v25_14111","4276_1",FALSE,"1429542","114","16879","63354","0.9019","0.3037","TARA_128","5","EPI","0.0003","-153.6759","2011-09-04 18:00:00","0.22-3","26.2184","180.6738",TRUE
"TARA_SAMEA2622837_METAG_IKHPFKLM","5","5","0","0","2","0","0","0","1","2","95.67","0.86","2","97.81","1.71","0","93.53","0","20","0","1","0","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__UBA6623;g__UBA6623;s__UBA6623 sp002433055","k__Bacteria","BACTERIA","cluster_3049","meta_mOTU_v25_14347","2388_1",TRUE,"2507380","14","220202","504019","0.9055","0.4743","TARA_125","140","EPI","-8.8999","-142.5461","2011-08-09 17:05:00","0.22-3","23.6816","160.8144",TRUE
"TARA_SAMEA2621812_METAG_NFENDCDO","5","5","2","0","0","0","0","0","0","3","92.52","02.08","24","98.71","2.73","43.75","86.33","1.44","18","0","1","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D abyssi","c__Gammaproteobacteria","BACTERIA","cluster_1730","meta_mOTU_v25_13457","695_1",FALSE,"4056713","50","127495","391403","0.9083","0.6179","TARA_093","35","EPI","-33.9116","-73.0537","2011-03-12 19:36:00","0.22-3","15.3769","227.7609",TRUE
"TARA_SAMEA2622690_METAG_KGFPAGGC","5","5","2","0","0","1","0","0","0","2","99.14","0.22","15","98.28","0.43","0","100","0","19","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Cobetia;s__Cobetia amphilecti","c__Gammaproteobacteria","BACTERIA","cluster_2201","ref_mOTU_v25_00250","649_1",TRUE,"3747334","100","124395","649393","0.8452","0.6297","TARA_122","115","EPI","-9.0063","-139.1394","2011-07-28 17:15:00","0.22-3","24.6614","178.3692",TRUE
"TARA_SAMEA2591074_METAG_AFLJLECO","5","5","4","0","0","0","0","0","1","0","59.52","1.4","27","65.8","1.36","100","53.24","1.44","14","0","0","0","d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000012505","p__Cyanobacteria","BACTERIA","cluster_3586",NA,"183_1",FALSE,"1231563","319","4092","20483","0.9101","0.5533","TARA_007","42","EPI","37.0541","1.9478","2009-09-23 16:08:00","0.22-1.6","17.5211",NA,TRUE
"TARA_SAMEA2619840_METAG_FFFLPPCO","5","5","0","0","0","0","1","0","4","0","94.52","4.4","4","93.36","5.2","50","95.68","3.6","17","0","0","0","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA2970;s__UBA2970 sp002348345","k__Bacteria","BACTERIA","cluster_4770","gom_001060","2412_1",TRUE,"5489630","655","11904","50851","0.9143","0.5758","TARA_032","80","EPI","23.4183","37.245","2010-01-11 14:17:00","0.22-1.6","26.1292","181.501",TRUE
"TARA_SAMEA2619840_METAG_CLHDDKPF","5","5","0","0","0","0","0","0","0","5","90.76","2.33","10","90.86","3.22","30","90.65","1.44","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__GCA-2717185;s__","c__Alphaproteobacteria","BACTERIA","cluster_3089","meta_mOTU_v25_14277","57_1",TRUE,"4682965","622","10305","98518","0.9107","0.6173","TARA_032","80","EPI","23.4183","37.245","2010-01-11 14:17:00","0.22-1.6","26.1292","181.501",TRUE
"TARA_SAMEA4397157_METAG_EBPIGCJE","5","5","1","0","0","0","1","0","1","2","97.97","0.6","36","96.66","1.19","16.67","99.28","0","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405","f__Rhodobacteraceae","BACTERIA","cluster_4022","meta_mOTU_v25_14093","940_1",FALSE,"3785126","222","32567","107251","0.8536","0.524","TARA_168","40","EPI","72.5432","44.102","2013-07-01 12:34:00","0.22-3","3.8245","326.3609",TRUE
"TARA_SAMEA4397157_METAG_AHGIHHGL","5","5","0","0","0","0","1","0","3","1","92.29","2.18","31","89.62","1.49","0","94.96","2.88","17","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__;s__","o__Rhodospirillales","BACTERIA","cluster_4778","gom_001723","1432_1",TRUE,"3132539","316","13751","57238","0.8519","0.4563","TARA_168","40","EPI","72.5432","44.102","2013-07-01 12:34:00","0.22-3","3.8245","326.3609",TRUE
"TARA_SAMEA4397705_METAG_CDCONOEK","5","5","1","0","0","0","1","0","2","1","63.47","0","36","71.55","0","0","55.4","0","11","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__","k__Bacteria","BACTERIA","cluster_3632","meta_mOTU_v25_14362","1656_1",FALSE,"2408984","135","27990","102765","0.9103","0.4501","TARA_189","20","EPI","77.9668","116.6556","2013-08-27 11:40:00","0.22-3","-0.6071","371.0584",TRUE
"TARA_SAMEA4397705_METAG_IGDBMHLK","5","5","1","0","0","0","0","0","3","1","58.41","0.66","35","59.27","0.59","66.67","57.55","0.72","13","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__;s__","c__Gammaproteobacteria","BACTERIA","cluster_4270","gom_001685","1649_1",FALSE,"987822","73","18346","132895","0.8782","0.406","TARA_189","20","EPI","77.9668","116.6556","2013-08-27 11:40:00","0.22-3","-0.6071","371.0584",TRUE
"TARA_SAMEA4397239_METAG_PBKEPJDC","5","5","1","0","0","0","1","0","2","1","73.36","0.04","36","90.6","0.09","0","56.12","0","12","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__","o__Oceanospirillales","BACTERIA","cluster_3632","meta_mOTU_v25_14362","1656_1",FALSE,"2518543","90","63202","192773","0.9033","0.4486","TARA_173","5","EPI","78.9564","79.4201","2013-07-08 04:12:00","0.22-3","-0.1603","385.2808",TRUE
"TARA_SAMEA4397930_METAG_KPNEPIAD","5","5","0","0","0","0","1","0","3","1","96.13","1.28","30","96.58","2.56","0","95.68","0","21","0","0","0","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;s__","k__Bacteria","BACTERIA","cluster_4790","gom_001727","2365_1",FALSE,"3055188","158","32458","114580","0.9124","0.6203","TARA_196","5","EPI","71.8895","-154.9101","2013-09-14 17:30:00","0.22-3","2.5694","336.0408",TRUE
"TARA_SAMEA4397930_METAG_IBOLJEJO","5","5","1","0","0","0","1","0","1","2","96.12","01.02","36","95.85","0.61","100","96.4","1.44","15","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405","f__Rhodobacteraceae","BACTERIA","cluster_4022","meta_mOTU_v25_14093","940_1",FALSE,"3513954","349","15274","57299","0.8622","0.5256","TARA_196","5","EPI","71.8895","-154.9101","2013-09-14 17:30:00","0.22-3","2.5694","336.0408",TRUE
"TARA_SAMEA4397196_METAG_GOGNMPAD","5","5","0","0","0","0","1","0","2","2","97.05","0.36","2","99.14","0","0","94.96","0.72","19","0","0","0","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__","k__Bacteria","BACTERIA","cluster_7019","gom_004126","4413_0",TRUE,"3335260","137","38051","119895","0.8729","0.5536","TARA_168",NA,"EPI","72.5199","44.0552","2013-07-02 04:24:00","0.22-3","3.1072","303.3191",TRUE
"TARA_SAMEA4397196_METAG_IPMANPNA","5","5","1","0","0","0","1","0","1","2","96.76","0.44","36","95.69","0.16","100","97.84","0.72","16","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405","f__Rhodobacteraceae","BACTERIA","cluster_4022","meta_mOTU_v25_14093","940_1",FALSE,"3577557","324","17759","92520","0.8562","0.5245","TARA_168",NA,"EPI","72.5199","44.0552","2013-07-02 04:24:00","0.22-3","3.1072","303.3191",TRUE
"TARA_SAMEA4397196_METAG_ICABMHNN","5","5","0","0","0","0","0","0","2","3","86.14","1.95","9","95.29","2.46","40","76.98","1.44","17","0","0","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__;s__","p__Bacteroidetes","BACTERIA","cluster_4894","gom_001750","3393_1",TRUE,"2306391","87","45816","95567","0.913","0.3061","TARA_168",NA,"EPI","72.5199","44.0552","2013-07-02 04:24:00","0.22-3","3.1072","303.3191",TRUE
"TARA_SAMEA4397196_METAG_HGJFNEKK","5","5","1","0","0","0","1","0","2","1","63.04","0","36","70.69","0","0","55.4","0","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__","k__Bacteria","BACTERIA","cluster_3632","gom_001749","1656_1",FALSE,"2453116","95","46182","127735","0.9055","0.4494","TARA_168",NA,"EPI","72.5199","44.0552","2013-07-02 04:24:00","0.22-3","3.1072","303.3191",TRUE
"TARA_SAMEA4397983_METAG_JFKHNIHF","5","5","1","0","0","0","1","0","2","1","75.97","0.04","36","92.24","0.09","0","59.71","0","12","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__","o__Oceanospirillales","BACTERIA","cluster_3632","meta_mOTU_v25_14362","1656_1",TRUE,"2492477","101","51164","180366","0.9072","0.4495","TARA_201","441","MES","74.305","-85.6552","2013-09-29 16:37:00","0.22-3","0.994","233.314",TRUE
"TARA_SAMEA4398094_METAG_DAFGDDKE","5","5","0","0","0","0","1","0","3","1","97.48","0.34","6","100","0.68","0","94.96","0","19","0","0","0","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__","k__Bacteria","BACTERIA","cluster_4921","gom_001897","2491_1",TRUE,"3149160","56","90025","200094","0.8934","0.4715","TARA_205","5","EPI","72.4693","-71.892","2013-10-08 12:15:00","0.22-3","-0.4792","353.1935",TRUE
"TARA_SAMEA4398094_METAG_GBPKMEMO","5","5","1","0","0","0","0","0","1","3","79.26","1.83","8","94.5","1.49","71.43","64.03","2.16","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans;s__","f__Rhodobacteraceae","BACTERIA","cluster_4922","gom_001825","6227_1",FALSE,"2950398","206","22687","61399","0.9012","0.5169","TARA_205","5","EPI","72.4693","-71.892","2013-10-08 12:15:00","0.22-3","-0.4792","353.1935",TRUE
"TARA_SAMEA4398150_METAG_LPGLIOKL","5","5","1","0","0","0","1","0","2","1","76.33","1.12","36","92.96","2.23","37.5","59.71","0","13","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__ASP10-02a sp002312935","o__Oceanospirillales","BACTERIA","cluster_3632","meta_mOTU_v25_14362","1656_1",FALSE,"2478605","95","52815","248989","0.9074","0.4496","TARA_205","491","MES","72.4456","-71.8814","2013-10-08 18:24:00","0.22-3","1.2309","227.316",TRUE
"TARA_SAMEA4397390_METAG_CBIFLAFM","5","5","1","0","0","0","1","0","2","1","67.86","0","36","76.72","0","0","58.99","0","13","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a;s__ASP10-02a sp002312935","k__Bacteria","BACTERIA","cluster_3632","meta_mOTU_v25_14362","1656_1",FALSE,"2502159","83","56649","247874","0.9066","0.4493","TARA_175",NA,"EPI","79.3349","66.2954","2013-07-11 06:13:00","0.22-3","1.0257","314.7167",TRUE
"TARA_SAMEA4398370_METAG_PLLADIOM","5","5","1","0","0","0","1","0","1","2","97.36","1.43","36","95.44","1.42","28.57","99.28","1.44","11","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405","f__Rhodobacteraceae","BACTERIA","cluster_4022","meta_mOTU_v25_14093","940_1",FALSE,"3644798","308","19286","83111","0.8566","0.5249","TARA_210","5","EPI","61.5427","-55.9869","2013-10-27 10:16:00","0.22-3","5.2953","293.8467",TRUE
"TARA_SAMEA4397798_METAG_JLLDCABA","5","5","2","0","0","0","0","0","2","1","94.32","0.13","17","97.98","0.26","0","90.65","0","17","0","0","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp000496475","o__Burkholderiales","BACTERIA","cluster_4853","ref_mOTU_v25_08166","2632_1",FALSE,"2488043","83","50220","162351","0.9097","0.5423","TARA_193","5","EPI","71.0704","174.9916","2013-09-08 02:45:00","0.22-3","2.4534","339.4475",TRUE
"TARA_SAMEA4397798_METAG_CJMABPGO","5","5","0","0","0","0","0","0","2","3","96.36","0.38","13","97.77","0.77","75","94.96","0","16","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter;s__","f__Rhodobacteraceae","BACTERIA","cluster_7074","gom_004259","1151_0",TRUE,"2595756","138","37524","116591","0.9177","0.5623","TARA_193","5","EPI","71.0704","174.9916","2013-09-08 02:45:00","0.22-3","2.4534","339.4475",TRUE
"TARA_SAMEA4397101_METAG_KJCMEFMA","5","5","1","0","0","0","1","0","1","2","97.37","0.99","36","96.18","1.98","50","98.56","0","14","0","0","0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405","f__Rhodobacteraceae","BACTERIA","cluster_4022","meta_mOTU_v25_14093","940_1",FALSE,"3604920","329","16757","67897","0.8525","0.5247","TARA_168","5","EPI","72.5128","44.0775","2013-07-01 03:20:00","0.22-3","7.4877","299.0073",TRUE
